,variable,label,unique_values,variable_type
6594,f4d9j,Often/sometimes/never: she tries to make you have sex or do sexual things?,1.0,categorical
6595,f4d9k,Often/sometimes/never: she withholds sex to try to control your behavior?,1.0,categorical
6596,f4d9l,Often/sometimes/never: insults or criticize you for not taking good care of chil,1.0,categorical
6597,f4d9m,Often/sometimes/never: she throws something at you?,1.0,categorical
6598,f4d9n,"Often/sometimes/never: she pushes, grabs, shoves you?",1.0,categorical
6599,f4d9o,Often/sometimes/never: she listens to you when you need someone talk to?,1.0,categorical
6600,f4d9p,Often/sometimes/never: she really understand your hurts and joys?,1.0,categorical
6601,f4d10,Have you and mother had physical fight in front of child in last 2 yrs?,1.0,categorical
6602,f4d10a,Have you been seriously hurt in fight with mother in last 2 yrs?,1.0,categorical
6603,f4d10b,Did you go to hospital for any of these injuries?,1.0,categorical
6604,f4d10c,Did you report incident to police?,1.0,categorical
6605,f4d10d,Did you tell anyone else about this?,1.0,categorical
6606,f4d10e,Did mother hurt you in front of child?,1.0,categorical
6607,f4e1,INT CHK: ARE FATHER AND MOTHER LIVING TOGETHER ALL/MONTHST/SOME OF TIME?,3.0,categorical
6608,f4e2,Are you currently involved in romantic rel with someone other than mother?,6.0,categorical
6609,f4e2a1,INT CHK: ARE MOTHER AND FATHER MARRIED?,4.0,categorical
6610,f4e2b,Are you married to CP?,4.0,categorical
6611,f4e2c1,When did you and CP get married? (month),1.0,categorical
6612,f4e2c2,When did you and CP get married? (year),17.0,continuous
6613,f4e2d,Do you and CP live together monthst of time?,4.0,categorical
6614,f4e2e1,When did you and CP start living together? (month),1.0,categorical
6615,f4e2e2,When did you and CP start living together? (year),11.0,categorical
6616,f4e2f1,How long have you and CP been romantic involved? (years),18.0,continuous
6617,f4e2f2,How long have you and CP been romantic involved? (months),20.0,continuous
6618,f4e2g,INT CHK: DID RESPONDENT HAVE A PARTNER AT LAST INTERVIEW?,4.0,categorical
6619,f4e2h,Is this partner the same partner you reported in last interview?,5.0,categorical
6620,f4e3,How old is CP?,32.0,categorical
6621,f4e5,What is CP's race?,11.0,categorical
6622,f4e5a,Is CP of Hispanic or Latino origin?,6.0,categorical
6623,f4e5b,"Is CP Mexican, Puerto Rican, Cuban, other Hispanic?",7.0,categorical
6624,f4e6,What is highest grade of school CP completed?,13.0,categorical
6625,f4e6a,Grade completed?,6.0,continuous
6626,f4e7,What was CP doing monthst of last week?,12.0,categorical
6627,f4e7a1,When did CP last work at job last 2 weeks+ for reg paycheck? (month),1.0,categorical
6628,f4e7a2,When did CP last work at job last 2 weeks+ for reg paycheck? (year),10.0,categorical
6629,f4e8,"Does CP engage in activities (other than reg job) for money, meals, etc?",6.0,categorical
6630,f4e9,Does CP have any phys/mental health condition limits work can do?,6.0,categorical
6631,f4e10,Does CP have problem keeping job/getting along friends because alc/drugs?,6.0,categorical
6632,f4e11,Does CP have any biological children?,6.0,categorical
6633,f4e11a,How many biological children does CP have?,9.0,continuous
6634,f4e11b,How many diff men has CP had bio children with?,8.0,continuous
6635,f4e12,INT CHK: DO FATHER AND CURRENT PARTNER LIVE TOGETHER?,4.0,categorical
6636,f4e13,Do any of these children live with you?,5.0,categorical
6637,f4e13a,INT CHK: DOES PARTNER HAVE ONE CHILD?,4.0,categorical
6638,f4e13b,Does CP have any bio child who do not reside with you?,5.0,categorical
6639,f4e13c,Are any non-resident children under 18 yrs old?,4.0,categorical
6640,f4e13d,Does CP pay child support to any non-resident children?',5.0,categorical
6641,f4e13e,Does CP visit non-resident children?,4.0,categorical
6642,f4e14,INT CHK: DOES FATHER HAVE CHILDREN WITH SOMEONE OTHER THAN MOTHER?,4.0,categorical
6643,f4e15,Are you the biological father to any of these children?,4.0,categorical
6644,f4e16,INT CHK: DO MOTHER AND CURRENT PARTNER LIVE TOGETHER?,4.0,categorical
6645,f4e17,INT CHK: DOES CHILD LIVE AWAY FROM FATHER?,4.0,categorical
6646,f4e18a,Days/week: CP sings songs/nursery rhymes with child?,12.0,categorical
6647,f4e18b,Days/week: CP reads stories to child,12.0,categorical
6648,f4e18c,Days/week: CP tells stories to child,12.0,categorical
6649,f4e18d,Days/week: CP Plays inside with toys with child,11.0,categorical
6650,f4e18e,Days/week: CP tells child he/she appreciates something child did,11.0,categorical
6651,f4e18f,Days/week: CP plays outside in yard/park/playground with child,11.0,categorical
6652,f4e18g,Days/week: CP takes child on outing/activity/event,11.0,categorical
6653,f4e18h,Days/week: CP watches TV or video with child,11.0,categorical
6654,f4e18i,What kind of parent do you think CP is?,8.0,categorical
6655,f4e19,"In past month, has CP spanked child because misbehaving?",5.0,categorical
6656,f4e19a,How often did CP spank child?,4.0,categorical
6657,cf4marp,Constructed - Father married to new partner at five-year,3.0,categorical
6658,cf4cohp,Constructed - Father living with new partner at five-year,3.0,categorical
6659,f4f1,"Not including self, how many people are currently live with you?",18.0,continuous
6660,f4f2b1,Is first person male or female?,6.0,categorical
6661,f4f2b2,Is second person male or female?,5.0,categorical
6662,f4f2b3,Is third person male or female?,5.0,categorical
6663,f4f2b4,Is fourth person male or female?,5.0,categorical
6664,f4f2b5,Is fifth person male or female?,4.0,categorical
6665,f4f2b6,Is sixth person male or female?,4.0,categorical
6666,f4f2b7,Is seventh person male or female?,4.0,categorical
6667,f4f2b8,Is eighth person male or female?,4.0,categorical
6668,f4f2b9,Is ninth person male or female?,4.0,categorical
6669,f4f2b10,Is tenth person male or female?,4.0,categorical
6670,f4f2c1,What is first person's age? (years),99.0,continuous
6671,f4f2c2,What is second person's age? (years),88.0,continuous
6672,f4f2c3,What is third person's age? (years),66.0,continuous
6673,f4f2c4,What is fourth person's age? (years),54.0,continuous
6674,f4f2c5,What is fifth person's age? (years),46.0,continuous
6675,f4f2c6,What is sixth person's age? (years),37.0,continuous
6676,f4f2c7,What is seventh person's age? (years),18.0,continuous
6677,f4f2c8,What is eighth person's age? (years),14.0,continuous
6678,f4f2c9,What is ninth person's age? (years),12.0,continuous
6679,f4f2c10,What is tenth person's age? (years),6.0,continuous
6680,f4f2d1,What is first person's relationship to you?,20.0,categorical
6681,f4f2d2,What is second person's relationship to you?,22.0,categorical
6682,f4f2d3,What is third person's relationship to you?,21.0,categorical
6683,f4f2d4,What is fourth person's relationship to you?,18.0,categorical
6684,f4f2d5,What is fifth person's relationship to you?,17.0,categorical
6685,f4f2d6,What is sixth person's relationship to you?,13.0,categorical
6686,f4f2d7,What is seventh person's relationship to you?,12.0,categorical
6687,f4f2d8,What is eighth person's relationship to you?,8.0,categorical
6688,f4f2d9,What is ninth person's relationship to you?,7.0,categorical
6689,f4f2d10,What is tenth person's relationship to you?,5.0,categorical
6690,f4f2e1,"If person is child, is mother the mother of this child?",4.0,categorical
6691,f4f2e2,"If person is child, is mother the mother of this child?",5.0,categorical
6692,f4f2e3,"If person is child, is mother the mother of this child?",5.0,categorical
6693,f4f2e4,"If person is child, is mother the mother of this child?",5.0,categorical
6694,f4f2e5,"If person is child, is mother the mother of this child?",5.0,categorical
6695,f4f2e6,"If person is child, is mother the mother of this child?",5.0,categorical
6696,f4f2e7,"If person is child, is mother the mother of this child?",4.0,categorical
6697,f4f2e8,"If person is child, is mother the mother of this child?",4.0,categorical
6698,f4f2e9,"If person is child, is mother the mother of this child?",4.0,categorical
6699,f4f2e10,"If person is child, is mother the mother of this child?",4.0,categorical
6700,f4f2f1,Is first person currently working?,6.0,categorical
6701,f4f2f2,Is second person currently working?,5.0,categorical
6702,f4f2f3,Is third person currently working?,5.0,categorical
6703,f4f2f4,Is fourth person currently working?,4.0,categorical
6704,f4f2f5,Is fifth person currently working?,4.0,categorical
6705,f4f2f6,Is sixth person currently working?,4.0,categorical
6706,f4f2f7,Is seventh person currently working?,4.0,categorical
6707,f4f2f8,Is eighth person currently working?,4.0,categorical
6708,f4f2f9,Is ninth person currently working?,4.0,categorical
6709,f4f2f10,Is tenth person currently working?,2.0,categorical
6710,cf4adult,Constructed - Number of adults 18 or over in household,10.0,continuous
6711,cf4kids,Constructed - Number of children under 18 in household,13.0,continuous
6712,cf4gdad,Constructed - Grandfather present in household,4.0,categorical
6713,cf4gmom,Constructed - Grandmother present in household,4.0,categorical
6714,f4h0,INT CHK: WAS FATHER INTERVIEWED AT ONE OR THREE-YEAR?,3.0,categorical
6715,f4h0a,INT CHK: WAS FATHER INTERVIEWED AT BASELINE?,3.0,categorical
6716,f4h0c,What is your race?,10.0,categorical
6717,f4h0d,Are you of Hispanic or Latino origin?,6.0,categorical
6718,f4h0e,"Are you Mexican, Puerto Rican, Cuban, or other Hispanic?",7.0,categorical
6719,f4h0f,Were you living with both biological parents when you were age 15?,6.0,categorical
6720,f4h1a,In what country was your father born?,9.0,categorical
6721,f4h1b,In what country was your mother born?,9.0,unknown
6722,f4h1c,INT CHK: WERE BOTH PARENTS BORN IN THE UNITED STATES?,5.0,categorical
6723,f4h1d,Are you a U.S. citizen?,5.0,categorical
6724,f4h1e,What is the highest grade of school your biological mother completed?,14.0,categorical
6725,f4h1e1,Grade completed?,7.0,continuous
6726,f4h1f,What is the highest grade of school your biological father completed?,13.0,categorical
6727,f4h1f1,Grade completed?,6.0,continuous
6728,f4h1g,Are both of your parents living?,7.0,categorical
6729,f4h1h,Are your parents currently living together?,4.0,categorical
6730,f4h1i,How well would you say you get along with your parents?,10.0,categorical
6731,f4h1j,INT CHK: DOES FATHER HAVE ANY TYPE OF RELATIONSHIP WITH MOTHER?,4.0,categorical
6732,f4h1k,How well does mother get along with your parents?,10.0,categorical
6733,f4h1l,How often does child see your parents?,8.0,categorical
6734,f4h1m,INT CHK: DOES FATHER HAVE ANY TYPE OF RELATIONSHIP WITH CHILD'S MOTHER?,3.0,categorical
6735,f4h1n,Are both of mother's parents living?,8.0,categorical
6736,f4h1o,Are mother's parents currently living together?,5.0,categorical
6737,f4h1p,How well do you get along with mother's parents?,9.0,categorical
6738,f4h1q,How well does mother get along with her parents?,10.0,categorical
6739,f4h1r,How often does child see mother's parents?,8.0,categorical
6740,f4h2,"In past yr, have you received financial help from anyone other than mother/agenc",5.0,categorical
6741,f4h2a_1,Who gave help: respondent's parents,5.0,categorical
6742,f4h2a_2,Who gave help: other relatives of father,5.0,categorical
6743,f4h2a_3,Who gave help: mother's parents,5.0,categorical
6744,f4h2a_4,Who gave help: other relatives of mother,5.0,categorical
6745,f4h2a_5,Who gave help: friend(s),5.0,categorical
6746,f4h2a_6,Who gave help: girlfriend/partner,5.0,categorical
6747,f4h2a_7,Who gave help: partner's family,5.0,categorical
6748,f4h2a_8,Who gave help: other,5.0,categorical
6749,f4h2b,How much financial help were you given in past yr?,411.0,continuous
6750,f4h2c,"How much financial help were you given in past yr, range?",12.0,categorical
6751,f4h3,"If you needed loan for $200 in next yr, could you count on someone for help?",5.0,categorical
6752,f4h3a,"If you needed loan for $1000 in next yr, could you count on someone for help?",6.0,categorical
6753,f4h4,Is there someone you could count on to provide you witha place to live?,5.0,categorical
6754,f4h5,Is there someone you could count on to help you with emergency child care?,6.0,categorical
6755,f4h6,Is there someone you could count on to co-sign bank loan for $1000?,5.0,categorical
6756,f4h6a,Is there someone you could count on to co-sign bank loan for $5000?,5.0,categorical
6757,f4i0,INT CHK: IS/WAS CHILD IN DAY CARE/HEAD START/PRESCHOOL/NURSERY SCHOOL/KINDERGART,3.0,categorical
6758,f4i0a,Is child's school/center/program within five miles of your home?,5.0,categorical
6759,f4i0b,"Child's school have parent group, parent advisory commit, PTA, parent org?",5.0,categorical
6760,f4i0c,How often does the parent group have meetings?,7.0,categorical
6761,f4i0d,How often do you attend the parent group meetings?,5.0,categorical
6762,f4i0e,"Attended any workshops, talks or information sessions at child's school?",5.0,categorical
6763,f4i0f_1,Attended workshops: child rearing including discipline?,5.0,categorical
6764,f4i0f_2,Attended workshops: nutrition and health?,5.0,categorical
6765,f4i0f_3,Attended workshops: finding jobs or job training?,5.0,categorical
6766,f4i0f_4,Attended workshops: legal issues including legal aid?,5.0,categorical
6767,f4i0f_5,"Attended workshops: educational issues (ESL, computers, reading)?",5.0,categorical
6768,f4i0f_6,Attended workshops: anything else?,4.0,categorical
6769,f4i0g,Currently have friends met through child's school/center/program?,5.0,categorical
6770,f4i0h,About how many friends do you have that you've met through child's school?,16.0,continuous
6771,f4i0i,How many of them are close friends?,7.0,categorical
6772,f4i0j,"In general, how many close friends do you have overall?",25.0,continuous
6773,f4i0k,Anyone you know you feel very close with/share confidences/feelings/depend on?,5.0,categorical
6774,f4i0l,How many of the families on your block would you say that you know well?,8.0,categorical
6775,f4i0m1,Likely neighbors intervene if children skipping school & hanging on st.?,7.0,categorical
